#Chromosome	FeatureStart	FeatureStop	Sequence_IUPAC_Plus	SimilarBlocks	Function	Bile	BSK30	Calcutta	Ensete01	EnseteBedadit	EnseteDerea	FHIA	Itinerans	Kole	Lidi	MasKirana	Pahang	PKW	Tanduk	TongkatLangitMaluku
chr11	1835047	1835919	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr11	1843596	1845375	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1845444	1845952	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	1855747	1861369	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	1866205	1866955	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1873586	1874107	.	.	3	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0
chr11	1892192	1893727	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1908224	1908942	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1913740	1914755	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr11	1917272	1918942	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1933975	1935973	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1936950	1940013	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	1941558	1942758	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	1975330	1977447	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1984685	1987418	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1987813	1989611	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1991878	1994371	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	1996123	1997254	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	2001102	2009282	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	2010040	2011353	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	2027929	2029567	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	2069512	2075761	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2081950	2083791	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2087081	2087755	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2088800	2089121	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	2098520	2106649	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2108757	2112285	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2114882	2115717	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2115841	2116765	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	2123402	2124946	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
chr11	2134975	2135607	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	2136286	2141951	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2146793	2147278	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	2150624	2154359	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2163529	2167191	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2174542	2176346	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2180341	2183879	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2188560	2190374	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	2192076	2193653	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2200011	2201801	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2209256	2211454	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2216480	2218144	.	.	3	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
chr11	2218745	2220582	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2238950	2240036	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2255498	2259740	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2271949	2272735	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2278355	2279491	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2282784	2286050	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
chr11	2291227	2292990	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2296136	2304441	.	.	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
chr11	2305853	2308192	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
chr11	2310770	2313173	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	2313549	2318359	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
chr11	2333457	2339665	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr11	2366347	2373582	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2381608	2383754	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2385870	2388487	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2388545	2391874	.	.	3	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1
chr11	2392631	2393722	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2397911	2400422	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2413100	2421957	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2428358	2435606	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2439748	2441175	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	2443643	2445985	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2478437	2479380	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	2479349	2481361	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2485888	2486540	.	.	3	1	1	0	0	0	0	1	0	1	1	1	1	0	1	0
chr11	2486545	2486883	.	.	3	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0
chr11	2487632	2489257	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2498815	2502108	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2508331	2510088	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2512667	2514228	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2517095	2518861	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2527652	2530248	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2563645	2565061	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2569640	2572207	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr11	2578196	2578258	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	2580284	2581055	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2584432	2585040	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2590171	2591689	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2593163	2598642	.	.	3	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
chr11	2607289	2610402	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	2612530	2615207	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
chr11	2621599	2624430	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr11	2631575	2636637	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2673526	2678439	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2678912	2679457	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2684776	2685923	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2712062	2713703	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2714905	2717973	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr11	2726346	2728385	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2738777	2746139	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2746678	2749028	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2749281	2751509	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2754711	2756963	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2759042	2767622	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	2772645	2773202	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr11	2777450	2784525	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2787595	2792124	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2795298	2799033	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr11	2856061	2863368	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2871966	2874861	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2875250	2877255	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2880638	2881522	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2926948	2931523	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2934543	2940181	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2954679	2956968	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	2967167	2970352	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	2976987	2977259	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2983988	2987287	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	2989088	2994554	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	2995361	2997113	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3005977	3011470	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3018569	3020402	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3020759	3030345	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3031328	3033004	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3035575	3037131	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3080656	3080748	.	.	3	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0
chr11	3085144	3086914	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	3090309	3095503	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3102067	3108188	.	.	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
chr11	3133628	3138061	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3165072	3165679	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3168829	3172421	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3198995	3202744	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3215070	3216936	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3247992	3251194	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3300532	3302071	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3306270	3307927	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr11	3315426	3316897	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	3318387	3320034	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr11	3334697	3334882	.	.	3	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1
chr11	3342342	3343155	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr11	3370281	3372683	.	.	3	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0
chr11	3378732	3380016	.	.	3	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0
chr11	3383078	3384503	.	.	3	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0
chr11	3391949	3393345	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0
chr11	3396225	3397633	.	.	3	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0
chr11	3400036	3401228	.	.	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
chr11	3404813	3404989	.	.	3	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1
chr11	3405015	3405259	.	.	3	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1
chr11	3411264	3412478	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr11	3413666	3415078	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	3419543	3420698	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3421875	3423484	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3428582	3429410	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3429994	3435645	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3444097	3445938	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr11	3448680	3449682	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1
chr11	3450648	3453040	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3460069	3465436	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3466285	3471192	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3469236	3469707	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3471381	3472674	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3473743	3484829	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr11	3485428	3488657	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3523923	3526685	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	3531554	3537918	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3545542	3551426	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3559186	3563082	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3564737	3569490	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	3574002	3580033	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3581396	3587683	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3589580	3592887	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3596592	3598652	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3606739	3608041	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3626873	3628870	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3639253	3648247	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3650617	3651708	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr11	3656199	3656799	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3662479	3663832	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3664117	3669761	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3674812	3679287	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3679690	3681220	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3683521	3684681	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3689860	3693577	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	3694531	3695352	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr11	3739866	3751161	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3752216	3755625	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr11	3756208	3758275	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	3773359	3776482	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	3779748	3780252	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3789675	3796388	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3804509	3807797	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3810624	3811899	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3814742	3815422	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3820995	3829307	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	3832208	3833156	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3837844	3839432	.	.	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3841632	3842210	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3843040	3843632	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3845960	3848784	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3853078	3854826	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3857338	3860333	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3869454	3870545	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr11	3870839	3872067	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3873163	3876385	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr11	3881191	3881950	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3885200	3890845	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3900703	3902437	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1
chr11	3906572	3910338	.	.	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
chr11	3925378	3927745	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3940477	3942390	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	3960683	3962959	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	3963485	3964560	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1
chr11	3966902	3971912	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1
chr11	3977336	3978199	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3982648	3983118	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	3986129	3986563	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	3992443	3994253	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr11	4000985	4003539	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4006304	4006471	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4006535	4006853	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4017304	4019576	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	4019840	4020178	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
chr11	4020782	4027221	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4035517	4038424	.	.	3	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0
chr11	4039818	4041549	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr11	4067290	4077460	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4077925	4079172	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	4079824	4083407	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4088174	4090455	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4098649	4099593	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4107467	4108000	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4119316	4121916	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4171600	4173833	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4178378	4179820	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4200315	4202646	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	4213006	4217736	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4217883	4219643	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4220621	4222331	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4223447	4223827	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0
chr11	4230580	4237502	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4245877	4246346	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4252271	4256880	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4257147	4257765	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4261073	4262494	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4263228	4263895	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4278206	4280390	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	4281090	4281934	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr11	4300622	4301119	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
chr11	4312652	4315285	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4315898	4316080	.	.	3	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
chr11	4316185	4321689	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	4326079	4326501	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4326618	4326794	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4329979	4334575	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4359323	4365895	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4387169	4387510	.	.	3	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0
chr11	4405587	4407100	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4414701	4423666	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr11	4482273	4484411	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr11	4516310	4517077	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4522502	4523368	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4524311	4524757	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	4531385	4532703	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4559786	4566533	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4567318	4570894	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4590787	4598251	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4618169	4618693	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr11	4714132	4716403	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4720289	4721852	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4728771	4730056	.	.	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
chr11	4730633	4731831	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4731795	4732903	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr11	4754967	4760481	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr11	4773462	4778402	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr11	4784569	4787129	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr11	4790938	4795124	.	.	3	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1
chr11	4809295	4811282	.	.	3	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0
chr11	4836805	4839510	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4861499	4863949	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	4872612	4875073	.	.	3	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr11	4875460	4876317	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	4877733	4878508	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4912738	4915133	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4916023	4920668	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4953126	4958317	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	4966810	4969017	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	4997808	5010280	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	5018003	5024780	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	5039659	5045688	.	.	3	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1
chr11	5046609	5050780	.	.	3	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1
chr11	5051642	5056420	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr11	5064945	5067766	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr11	5082266	5087714	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	5088228	5095285	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr11	5121625	5127898	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
